mesh_code,transport_terrain_elderly_weight_coverage,transport_weighted_mean_ascent_m,transport_weighted_median_ascent_m,transport_weighted_p90_ascent_m,transport_weighted_mean_descent_m,transport_weighted_mean_maximum_grade_percent,medical_terrain_elderly_weight_coverage,medical_weighted_mean_ascent_m,medical_weighted_median_ascent_m,medical_weighted_p90_ascent_m,medical_weighted_mean_descent_m,medical_weighted_mean_maximum_grade_percent,terrain_metric_status
533513314,1.0,2.9957159712083943,3.70635807931,4.4278783658862295,8.225847872233341,6.7557349021456075,1.0,1.1185801463981135,1.086373817667802,2.1350733280320675,21.28711524277349,10.32430388185346,available
533513323,1.0,0.46375470400828317,0.2600642171034089,1.2147816688197928,4.665836092590704,5.019092214720931,1.0,2.657425374682089,2.621046321348569,2.6438009063894192,24.48813011658401,18.718166200187735,available
533513404,1.0,0.40424478590932383,0.22887280911661279,1.0937214328656832,12.75616168448423,8.122510006690646,1.0,1.7272664572285656,1.7524340838544923,1.7524340838544923,19.382953967637317,7.929578357446933,available
533513411,1.0,2.097182624848631,2.0364204060445132,2.0845623503391337,7.365226251605221,5.420454420743569,1.0,1.7579673322078793,2.0780550289027566,2.6625735902175123,18.39771245402372,11.260378956150447,available
533513412,1.0,1.7903809324196038,1.7605167409807088,2.716623674046968,1.8266013888715018,4.681953252484481,1.0,1.7558848472919313,1.7337139904628565,2.694257350355123,14.610312901965301,10.111694989157543,available
533513413,1.0,1.6687788564862125,1.7485965792467262,2.6390080872074932,5.653527284522248,5.431638929592374,1.0,0.9060563968044474,0.8771402891193585,1.8245408108268126,4.92209106253547,4.791891384939469,available
533513414,1.0,2.866477329366193,3.0912288985613046,5.742666125727073,2.517706902129271,6.906067407133547,1.0,1.6335200557096246,1.031185801493276,4.265922868253657,8.069322398742747,6.232451713013587,available
533513421,1.0,1.0948951198929038,0.5435487752475865,5.7280679130954795,2.238802701635296,4.122633287710126,1.0,2.794022350760001,2.644451286634588,2.904515503737997,20.017884296115472,17.42526437973989,available
533513423,1.0,6.330896053255257,6.0684512794735745,6.773073195558187,12.180600792986965,20.0576942767217,1.0,3.269338013843102,2.8821187051712407,4.1350378190305825,12.469269259448382,9.108715518156236,available
533513501,1.0,10.272578706949476,8.890207407917039,15.058975154932057,0.6529967580522126,4.809044815479374,1.0,3.2712943245074655,3.207118256232775,4.095825331992234,17.527152898348195,5.030909850148128,available
533513502,1.0,3.5258353853230378,1.5264673385710381,18.91564537396476,4.025421426834082,5.894347500433732,1.0,2.63535991796109,2.8729266589397753,3.955525933095263,8.82845400050969,6.06577287585989,available
533513504,1.0,1.5494827157237505,1.5264673385710381,1.626638701612439,3.4290192804030823,3.528933281256922,1.0,2.895942036092487,2.8729266589397753,2.9730980219811762,3.6467597094285016,3.528933281256922,available
533513511,1.0,0.5397106824585322,0.49902572615045315,1.2048874768227904,1.6041129931205487,2.6652010850933636,1.0,0.7640052158653504,0.4541748778076329,1.7758708468506512,0.7725089463970785,1.7779927809203713,available
533513512,1.0,0.7007018889071521,0.33595975943254963,1.973572531047715,0.8569099494427861,1.6052298301060575,1.0,0.3431694600749109,0.2080753542682885,0.8307571056488161,2.305242502579919,2.063097137345569,available
533513513,1.0,1.1027170610845582,0.8544383794543702,2.3621213863206574,1.0272367398006088,2.1250954082483773,1.0,1.3600665673378987,1.0427739985163988,3.5382267293371985,1.2895191612762664,1.9661585487283257,available
533513514,1.0,1.0794550159635943,1.0326419099850934,2.086479735513069,0.2975027596406511,1.7026520294933252,1.0,0.914411698994726,0.6560621294878395,2.138517679493045,0.6630587513835241,1.7312681594197317,available
533513521,1.0,2.675120132195482,0.17733887685158578,7.0306939092889476,9.418300258907921,11.869263446118344,1.0,1.1897837264093398,0.2349245698776059,3.6442262023535292,6.1470593783087235,7.309582082417102,available
533513522,1.0,4.7414853480046055,3.1801713992207556,14.983139472650315,23.08612029748871,22.582112129757885,1.0,0.49949916964977414,0.06889513480490805,1.1501498603259357,18.291654779862156,9.62683715402034,available
533513523,1.0,1.4438549094064301,1.1689503436085271,2.372420250610899,3.7953712759182485,5.268737665050791,1.0,2.391793078610212,1.9114502232977113,6.645722303363499,3.554791599677513,8.068376496407202,available
533513524,1.0,1.6728002467496361,1.5704791515491543,3.032508366212898,1.98017075748868,4.256259273215573,1.0,1.5559714269657439,0.5492044804076004,1.2357834716501586,10.175620537124212,3.831351307167753,available
533513533,1.0,0.6893621682617482,0.0,1.2210854994390257,2.3088073659221724,2.8079131165131956,1.0,11.490846210271583,16.513990316461165,16.51940995519605,18.439079320703563,15.661021515244299,available
533513541,1.0,4.741777251500899,4.969540285745694,5.148754200961747,17.086808704905145,10.442516079621345,1.0,9.170420278464864,9.848979472230845,9.848979472230845,38.13716281888547,16.95133499993864,available
533513601,1.0,1.6965253222929024,0.7132892030340234,1.8823675505110744,14.706773708384345,6.4505432859352725,1.0,9.130380502031787,2.211667563585774,27.56501999455286,23.700990443314154,12.312461069170006,available
533513602,1.0,0.8030472101767482,0.3812109411864233,1.8823675505110744,10.20465466317673,6.126343568557517,1.0,27.840482575770327,27.56501999455286,28.819947661200416,34.558119896883724,20.935856823524155,available
533513603,1.0,0.16477872705318128,0.10245043097412143,0.2295392711622073,8.156688728885872,8.224694588493888,1.0,1.5358898440738904,1.551550288418392,1.6031702418008127,10.93804697074768,7.301484220832509,available
